"No.","Time","Source","Destination","Protocol","Length","Info"
"117","26.764340164","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=134401 Win=238080 Len=0 TSval=664201 TSecr=664091"
"118","26.783188248","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=179289 Ack=1 Win=29696 Len=2896 TSval=664208 TSecr=664183"
"119","26.789208907","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=137297 Win=238080 Len=0 TSval=664207 TSecr=664098"
"120","26.808221750","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=182185 Ack=1 Win=29696 Len=2896 TSval=664208 TSecr=664183"
"121","26.831780424","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=185081 Ack=1 Win=29696 Len=2896 TSval=664214 TSecr=664189"
"122","26.849225296","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=141641 Win=238080 Len=0 TSval=664222 TSecr=664098"
"123","26.856191472","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=187977 Ack=1 Win=29696 Len=2896 TSval=664220 TSecr=664195"
"124","26.874316548","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=144537 Win=238080 Len=0 TSval=664228 TSecr=664110"
"125","26.879552120","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=190873 Ack=1 Win=29696 Len=2896 TSval=664226 TSecr=664201"
"126","26.905072352","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=193769 Ack=1 Win=29696 Len=2896 TSval=664232 TSecr=664207"
"127","26.921755197","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=147433 Win=238080 Len=0 TSval=664240 TSecr=664114"
"128","26.928121578","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=196665 Ack=1 Win=29696 Len=2896 TSval=664247 TSecr=664222"
"129","26.947052479","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=150329 Win=238080 Len=0 TSval=664246 TSecr=664120"
"130","26.952228047","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=199561 Ack=1 Win=29696 Len=2896 TSval=664253 TSecr=664228"
"131","26.970579984","10.0.0.2","10.0.0.3","TCP","66","34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664252 TSecr=664132"
"132","26.994743758","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#1] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664258 TSecr=664132 SLE=156121 SRE=159017"
"133","26.996167603","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=202457 Ack=1 Win=29696 Len=2896 TSval=664265 TSecr=664240"
"134","27.020798044","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#2] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664265 TSecr=664132 SLE=156121 SRE=161913"
"135","27.021387534","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=205353 Ack=1 Win=29696 Len=2896 TSval=664272 TSecr=664246"
"136","27.034250780","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=208249 Ack=1 Win=29696 Len=1448 TSval=664272 TSecr=664246"
"137","27.045019578","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#3] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664271 TSecr=664132 SLE=156121 SRE=164809"
"138","27.058297984","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=209697 Ack=1 Win=29696 Len=2896 TSval=664278 TSecr=664252"
"139","27.070134539","10.0.0.3","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 43740  >  34568 [ACK] Seq=153225 Ack=1 Win=29696 Len=1448 TSval=664284 TSecr=664258"
"140","27.082465740","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=212593 Ack=1 Win=29696 Len=1448 TSval=664284 TSecr=664258"
"141","27.091997167","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#4] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664283 TSecr=664132 SLE=156121 SRE=167705"
"142","27.095491931","10.0.0.3","10.0.0.2","TCP","1514","[TCP Out-Of-Order] 43740  >  34568 [ACK] Seq=154673 Ack=1 Win=29696 Len=1448 TSval=664290 TSecr=664265"
"143","27.115463565","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#5] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664289 TSecr=664132 SLE=156121 SRE=170601"
"144","27.119572136","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=214041 Ack=1 Win=29696 Len=2896 TSval=664296 TSecr=664271"
"145","27.140231021","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#6] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664295 TSecr=664132 SLE=156121 SRE=173497"
"146","27.155031700","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=216937 Ack=1 Win=29696 Len=1448 TSval=664308 TSecr=664283"
"147","27.163879696","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#7] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664301 TSecr=664132 SLE=156121 SRE=176393"
"148","27.177930113","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=218385 Ack=1 Win=29696 Len=1448 TSval=664314 TSecr=664289"
"149","27.188372130","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#8] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664307 TSecr=664132 SLE=156121 SRE=179289"
"150","27.214586530","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=219833 Ack=1 Win=29696 Len=2896 TSval=664320 TSecr=664295"
"151","27.214581911","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#9] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664313 TSecr=664132 SLE=156121 SRE=182185"
"152","27.226968667","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=222729 Ack=1 Win=29696 Len=1448 TSval=664326 TSecr=664301"
"153","27.237663193","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#10] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664319 TSecr=664132 SLE=156121 SRE=185081"
"154","27.250889965","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=224177 Ack=1 Win=29696 Len=1448 TSval=664332 TSecr=664307"
"155","27.262007606","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#11] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664325 TSecr=664132 SLE=156121 SRE=187977"
"156","27.285222080","10.0.0.2","10.0.0.3","TCP","78","[TCP Dup ACK 131#12] 34568  >  43740 [ACK] Seq=1 Ack=153225 Win=238080 Len=0 TSval=664331 TSecr=664132 SLE=156121 SRE=190873"
"157","27.289318069","10.0.0.3","10.0.0.2","TCP","2962","43740  >  34568 [ACK] Seq=225625 Ack=1 Win=29696 Len=2896 TSval=664339 TSecr=664313"
"158","27.302434045","10.0.0.3","10.0.0.2","TCP","1514","43740  >  34568 [ACK] Seq=228521 Ack=1 Win=29696 Len=1448 TSval=664344 TSecr=664319"
